994|LL Bottom Bracket|LL Bottom Bracket|en    |Chromoly steel.
899|LL Touring Frame - Yellow, 44|LL Touring Frame|he    |????? ??? ???? ?????????? ???? ????? ????? ????? ????? ???? ??????? ???? ????. ?????? ?????? ???? ???? ????? ?????.
900|LL Touring Frame - Yellow, 50|LL Touring Frame|he    |????? ??? ???? ?????????? ???? ????? ????? ????? ????? ???? ??????? ???? ????. ?????? ?????? ???? ???? ????? ?????.
901|LL Touring Frame - Yellow, 54|LL Touring Frame|he    |????? ??? ???? ?????????? ???? ????? ????? ????? ????? ???? ??????? ???? ????. ?????? ?????? ???? ???? ????? ?????.
902|LL Touring Frame - Yellow, 58|LL Touring Frame|he    |????? ??? ???? ?????????? ???? ????? ????? ????? ????? ???? ??????? ???? ????. ?????? ?????? ???? ???? ????? ?????.
903|LL Touring Frame - Blue, 44|LL Touring Frame|he    |????? ??? ???? ?????????? ???? ????? ????? ????? ????? ???? ??????? ???? ????. ?????? ?????? ???? ???? ????? ?????.
885|HL Touring Frame - Yellow, 60|HL Touring Frame|he    |????? ?- HL ?????????? ?????? ?????? ?? ????? ??? ??? ?????; ??? ????? ??????? ???????? ????? ?? ????? ????????. ????? ??????.
887|HL Touring Frame - Yellow, 46|HL Touring Frame|he    |????? ?- HL ?????????? ?????? ?????? ?? ????? ??? ??? ?????; ??? ????? ??????? ???????? ????? ?? ????? ????????. ????? ??????.
888|HL Touring Frame - Yellow, 50|HL Touring Frame|he    |????? ?- HL ?????????? ?????? ?????? ?? ????? ??? ??? ?????; ??? ????? ??????? ???????? ????? ?? ????? ????????. ????? ??????.
889|HL Touring Frame - Yellow, 54|HL Touring Frame|he    |????? ?- HL ?????????? ?????? ?????? ?? ????? ??? ??? ?????; ??? ????? ??????? ???????? ????? ?? ????? ????????. ????? ??????.
890|HL Touring Frame - Blue, 46|HL Touring Frame|he    |????? ?- HL ?????????? ?????? ?????? ?? ????? ??? ??? ?????; ??? ????? ??????? ???????? ????? ?? ????? ????????. ????? ??????.
891|HL Touring Frame - Blue, 50|HL Touring Frame|he    |????? ?- HL ?????????? ?????? ?????? ?? ????? ??? ??? ?????; ??? ????? ??????? ???????? ????? ?? ????? ????????. ????? ??????.
892|HL Touring Frame - Blue, 54|HL Touring Frame|he    |????? ?- HL ?????????? ?????? ?????? ?? ????? ??? ??? ?????; ??? ????? ??????? ???????? ????? ?? ????? ????????. ????? ??????.
893|HL Touring Frame - Blue, 60|HL Touring Frame|he    |????? ?- HL ?????????? ?????? ?????? ?? ????? ??? ??? ?????; ??? ????? ??????? ???????? ????? ?? ????? ????????. ????? ??????.
709|Mountain Bike Socks, M|Mountain Bike Socks|he    |????? ?? ????? ?????? ????????? ???? ??? ????? ????? ?? ?????? ?????.
710|Mountain Bike Socks, L|Mountain Bike Socks|he    |????? ?? ????? ?????? ????????? ???? ??? ????? ????? ?? ?????? ?????.
844|Minipump|Minipump|he    |????? ?????? ??????. ????? ????. ???? ?????????. 160 psi ??????.
855|Men's Bib-Shorts, S|Men's Bib-Shorts|he    |????? ???? ?????? ?? AWC ?? ?????? ?????, ???? ????, ????? ???? ?? ?????? ???????.
856|Men's Bib-Shorts, M|Men's Bib-Shorts|he    |????? ???? ?????? ?? AWC ?? ?????? ?????, ???? ????, ????? ???? ?? ?????? ???????.
857|Men's Bib-Shorts, L|Men's Bib-Shorts|he    |????? ???? ?????? ?? AWC ?? ?????? ?????, ???? ????, ????? ???? ?? ?????? ???????.
842|Touring-Panniers, Large|Touring-Panniers|he    |???? ?????? ???? ????? ???? ?? ???? ???. ???? ????? ?????? ???????.
858|Half-Finger Gloves, S|Half-Finger Gloves|he    |????? ???, ?????? ????? ?????? ???????, ?????? ????? ?? ???, ????? ????? ??????.
859|Half-Finger Gloves, M|Half-Finger Gloves|he    |????? ???, ?????? ????? ?????? ???????, ?????? ????? ?? ???, ????? ????? ??????.
860|Half-Finger Gloves, L|Half-Finger Gloves|he    |????? ???, ?????? ????? ?????? ???????, ?????? ????? ?? ???, ????? ????? ??????.
861|Full-Finger Gloves, S|Full-Finger Gloves|he    |???? ?? ?? ????? ??????, ?????? ??????, ??? ????? ???? ??????. ???? ??-??? ????? ????? AWC.
862|Full-Finger Gloves, M|Full-Finger Gloves|he    |???? ?? ?? ????? ??????, ?????? ??????, ??? ????? ???? ??????. ???? ??-??? ????? ????? AWC.
863|Full-Finger Gloves, L|Full-Finger Gloves|he    |???? ?? ?? ????? ??????, ?????? ??????, ??? ????? ???? ??????. ???? ??-??? ????? ????? AWC.
867|Women's Mountain Shorts, S|Women's Mountain Shorts|he    |??????? ????? ??????? ??????, ????? ????? ????????? ???? ????? ??????? ???? ????? ???? ?? ????-???????? ?????? ?????.
868|Women's Mountain Shorts, M|Women's Mountain Shorts|he    |??????? ????? ??????? ??????, ????? ????? ????????? ???? ????? ??????? ???? ????? ???? ?? ????-???????? ?????? ?????.
869|Women's Mountain Shorts, L|Women's Mountain Shorts|he    |??????? ????? ??????? ??????, ????? ????? ????????? ???? ????? ??????? ???? ????? ???? ?? ????-???????? ?????? ?????.
873|Patch Kit/8 Patches|Patch kit|he    |???? 8 ????? ?????? ?????, ??? ????? ??????.
864|Classic Vest, S|Classic Vest|he    |??-????, ??? ????, ????? ????? ?????? ????.
865|Classic Vest, M|Classic Vest|he    |??-????, ??? ????, ????? ????? ?????? ????.
866|Classic Vest, L|Classic Vest|he    |??-????, ??? ????, ????? ????? ?????? ????.
841|Men's Sports Shorts, S|Men's Sports Shorts|he    |????? ????? ????? ????????, 8 ????? - ?????? ?????? ?? ????? ?????? ?????? ??????.
849|Men's Sports Shorts, M|Men's Sports Shorts|he    |????? ????? ????? ????????, 8 ????? - ?????? ?????? ?? ????? ?????? ?????? ??????.
850|Men's Sports Shorts, L|Men's Sports Shorts|he    |????? ????? ????? ????????, 8 ????? - ?????? ?????? ?? ????? ?????? ?????? ??????.
851|Men's Sports Shorts, XL|Men's Sports Shorts|he    |????? ????? ????? ????????, 8 ????? - ?????? ?????? ?? ????? ?????? ?????? ??????.
879|All-Purpose Bike Stand|All-Purpose Bike Stand|he    |???? ??-?????? ???????? ?????? ??????? ??????? ??????? ????. ?????? ?????? ????? ????? ????.
847|Headlights - Dual-Beam|Headlights - Dual-Beam|he    |??? ????-????? ????? ?????? ?????.
848|Headlights - Weatherproof|Headlights - Weatherproof|he    |??? ???? ????? ????.
881|Short-Sleeve Classic Jersey, S|Short-Sleeve Classic Jersey|he    |???? ?????,????, ????? ???, ?? ???? ???? ?????, ????? ???? ?????? ???? ??.
882|Short-Sleeve Classic Jersey, M|Short-Sleeve Classic Jersey|he    |???? ?????,????, ????? ???, ?? ???? ???? ?????, ????? ???? ?????? ???? ??.
883|Short-Sleeve Classic Jersey, L|Short-Sleeve Classic Jersey|he    |???? ?????,????, ????? ???, ?? ???? ???? ?????, ????? ???? ?????? ???? ??.
884|Short-Sleeve Classic Jersey, XL|Short-Sleeve Classic Jersey|he    |???? ?????,????, ????? ???, ?? ???? ???? ?????, ????? ???? ?????? ???? ??.
845|Mountain Pump|Mountain Pump|he    |???? ???-????. ???? ????? ???????? ?????.
874|Racing Socks, M|Racing Socks|he    |??, ??-???? ?????, ?? ????? ??????? ??????.
875|Racing Socks, L|Racing Socks|he    |??, ??-???? ?????, ?? ????? ??????? ??????.
871|Mountain Bottle Cage|Mountain Bottle Cage|he    |???? ????????? ??? ???? ?? ?????? ???? ???.
712|AWC Logo Cap|Cycling Cap|he    |????? ?????? ?? ?????? ???????; ???? ??? ????? ?????.
713|Long-Sleeve Logo Jersey, S|Long-Sleeve Logo Jersey|he    |???? ??????, ????? ????, ???????, ???? microfiber ?????? AWC.
714|Long-Sleeve Logo Jersey, M|Long-Sleeve Logo Jersey|he    |???? ??????, ????? ????, ???????, ???? microfiber ?????? AWC.
715|Long-Sleeve Logo Jersey, L|Long-Sleeve Logo Jersey|he    |???? ??????, ????? ????, ???????, ???? microfiber ?????? AWC.
716|Long-Sleeve Logo Jersey, XL|Long-Sleeve Logo Jersey|he    |???? ??????, ????? ????, ???????, ???? microfiber ?????? AWC.
707|Sport-100 Helmet, Red|Sport-100|he    |???? ?????????, ??????? ????, ???-????, ?? ?????? ??????.
708|Sport-100 Helmet, Black|Sport-100|he    |???? ?????????, ??????? ????, ???-????, ?? ?????? ??????.
711|Sport-100 Helmet, Blue|Sport-100|he    |???? ?????????, ??????? ????, ???-????, ?? ?????? ??????.
880|Hydration Pack - 70 oz.|Hydration Pack|he    |???? 2 ???? ??-?????? ?????? ???? ???? ????? ????, ???? ??? ?????? ?????? ???????.
852|Women's Tights, S|Women's Tights|he    |????? ?????? ?????? ????? ?????? ??????; ??? ?? ???? ????? ????? ??????? ??????.
853|Women's Tights, M|Women's Tights|he    |????? ?????? ?????? ????? ?????? ??????; ??? ?? ???? ????? ????? ??????? ??????.
854|Women's Tights, L|Women's Tights|he    |????? ?????? ?????? ????? ?????? ??????; ??? ?? ???? ????? ????? ??????? ??????.
877|Bike Wash - Dissolver|Bike Wash|he    |?????? ????? ????? ?????? ????; ??? ??????, ???? ??????. ????? ?? 1 ????.
843|Cable Lock|Cable Lock|he    |???? ?????? ????? ???? ??????, ???? ???? ?????? ??????.
994|LL Bottom Bracket|LL Bottom Bracket|zh-cht|???
995|ML Bottom Bracket|ML Bottom Bracket|zh-cht|?????;???????
996|HL Bottom Bracket|HL Bottom Bracket|zh-cht|??????????
984|Mountain-500 Silver, 40|Mountain-500|zh-cht|?????????,??????????????????,???????????,?????
985|Mountain-500 Silver, 42|Mountain-500|zh-cht|?????????,??????????????????,???????????,?????
986|Mountain-500 Silver, 44|Mountain-500|zh-cht|?????????,??????????????????,???????????,?????
987|Mountain-500 Silver, 48|Mountain-500|zh-cht|?????????,??????????????????,???????????,?????
988|Mountain-500 Silver, 52|Mountain-500|zh-cht|?????????,??????????????????,???????????,?????
989|Mountain-500 Black, 40|Mountain-500|zh-cht|?????????,??????????????????,???????????,?????
990|Mountain-500 Black, 42|Mountain-500|zh-cht|?????????,??????????????????,???????????,?????
991|Mountain-500 Black, 44|Mountain-500|zh-cht|?????????,??????????????????,???????????,?????
992|Mountain-500 Black, 48|Mountain-500|zh-cht|?????????,??????????????????,???????????,?????
993|Mountain-500 Black, 52|Mountain-500|zh-cht|?????????,??????????????????,???????????,?????
980|Mountain-400-W Silver, 38|Mountain-400-W|zh-cht|?????????????????????,???????????
981|Mountain-400-W Silver, 40|Mountain-400-W|zh-cht|?????????????????????,???????????
982|Mountain-400-W Silver, 42|Mountain-400-W|zh-cht|?????????????????????,???????????
983|Mountain-400-W Silver, 46|Mountain-400-W|zh-cht|?????????????????????,???????????
785|Mountain-300 Black, 38|Mountain-300|zh-cht|???????????????????,??????,??????,????????,??????!
786|Mountain-300 Black, 40|Mountain-300|zh-cht|???????????????????,??????,??????,????????,??????!
787|Mountain-300 Black, 44|Mountain-300|zh-cht|???????????????????,??????,??????,????????,??????!
788|Mountain-300 Black, 48|Mountain-300|zh-cht|???????????????????,??????,??????,????????,??????!
779|Mountain-200 Silver, 38|Mountain-200|zh-cht|????????????????????????????? Mountain-100 ??? HL ???
780|Mountain-200 Silver, 42|Mountain-200|zh-cht|????????????????????????????? Mountain-100 ??? HL ???
781|Mountain-200 Silver, 46|Mountain-200|zh-cht|????????????????????????????? Mountain-100 ??? HL ???
782|Mountain-200 Black, 38|Mountain-200|zh-cht|????????????????????????????? Mountain-100 ??? HL ???
783|Mountain-200 Black, 42|Mountain-200|zh-cht|????????????????????????????? Mountain-100 ??? HL ???
784|Mountain-200 Black, 46|Mountain-200|zh-cht|????????????????????????????? Mountain-100 ??? HL ???
771|Mountain-100 Silver, 38|Mountain-100|zh-cht|?????????????????,????? HL ???????????????????????????
772|Mountain-100 Silver, 42|Mountain-100|zh-cht|?????????????????,????? HL ???????????????????????????
773|Mountain-100 Silver, 44|Mountain-100|zh-cht|?????????????????,????? HL ???????????????????????????
774|Mountain-100 Silver, 48|Mountain-100|zh-cht|?????????????????,????? HL ???????????????????????????
775|Mountain-100 Black, 38|Mountain-100|zh-cht|?????????????????,????? HL ???????????????????????????
776|Mountain-100 Black, 42|Mountain-100|zh-cht|?????????????????,????? HL ???????????????????????????
777|Mountain-100 Black, 44|Mountain-100|zh-cht|?????????????????,????? HL ???????????????????????????
778|Mountain-100 Black, 48|Mountain-100|zh-cht|?????????????????,????? HL ???????????????????????????
977|Road-750 Black, 58|Road-750|zh-cht|????????;????????????????????????
997|Road-750 Black, 44|Road-750|zh-cht|????????;????????????????????????
998|Road-750 Black, 48|Road-750|zh-cht|????????;????????????????????????
999|Road-750 Black, 52|Road-750|zh-cht|????????;????????????????????????
759|Road-650 Red, 58|Road-650|zh-cht|????????,?????????????????????????????????????????
760|Road-650 Red, 60|Road-650|zh-cht|????????,?????????????????????????????????????????
761|Road-650 Red, 62|Road-650|zh-cht|????????,?????????????????????????????????????????
762|Road-650 Red, 44|Road-650|zh-cht|????????,?????????????????????????????????????????
769|Road-650 Black, 48|Road-650|zh-cht|????????,?????????????????????????????????????????
770|Road-650 Black, 52|Road-650|zh-cht|????????,?????????????????????????????????????????
763|Road-650 Red, 48|Road-650|zh-cht|????????,?????????????????????????????????????????
764|Road-650 Red, 52|Road-650|zh-cht|????????,?????????????????????????????????????????
765|Road-650 Black, 58|Road-650|zh-cht|????????,?????????????????????????????????????????
766|Road-650 Black, 60|Road-650|zh-cht|????????,?????????????????????????????????????????
767|Road-650 Black, 62|Road-650|zh-cht|????????,?????????????????????????????????????????
768|Road-650 Black, 44|Road-650|zh-cht|????????,?????????????????????????????????????????
797|Road-550-W Yellow, 38|Road-550-W|zh-cht|??????????????????????,????????????????????,?????????????
798|Road-550-W Yellow, 40|Road-550-W|zh-cht|??????????????????????,????????????????????,?????????????
799|Road-550-W Yellow, 42|Road-550-W|zh-cht|??????????????????????,????????????????????,?????????????
800|Road-550-W Yellow, 44|Road-550-W|zh-cht|??????????????????????,????????????????????,?????????????
801|Road-550-W Yellow, 48|Road-550-W|zh-cht|??????????????????????,????????????????????,?????????????
754|Road-450 Red, 58|Road-450|zh-cht|??????????,????,??????????????????????????,???????????????????
755|Road-450 Red, 60|Road-450|zh-cht|??????????,????,??????????????????????????,???????????????????
756|Road-450 Red, 44|Road-450|zh-cht|??????????,????,??????????????????????????,???????????????????
757|Road-450 Red, 48|Road-450|zh-cht|??????????,????,??????????????????????????,???????????????????
758|Road-450 Red, 52|Road-450|zh-cht|??????????,????,??????????????????????????,???????????????????
973|Road-350-W Yellow, 40|Road-350-W|zh-cht|??????????,????????????,?????????????????????????????????????????
974|Road-350-W Yellow, 42|Road-350-W|zh-cht|??????????,????????????,?????????????????????????????????????????
975|Road-350-W Yellow, 44|Road-350-W|zh-cht|??????????,????????????,?????????????????????????????????????????
976|Road-350-W Yellow, 48|Road-350-W|zh-cht|??????????,????????????,?????????????????????????????????????????
789|Road-250 Red, 44|Road-250|zh-cht|??????????????,???????????????????
790|Road-250 Red, 48|Road-250|zh-cht|??????????????,???????????????????
791|Road-250 Red, 52|Road-250|zh-cht|??????????????,???????????????????
792|Road-250 Red, 58|Road-250|zh-cht|??????????????,???????????????????
793|Road-250 Black, 44|Road-250|zh-cht|??????????????,???????????????????
794|Road-250 Black, 48|Road-250|zh-cht|??????????????,???????????????????
795|Road-250 Black, 52|Road-250|zh-cht|??????????????,???????????????????
796|Road-250 Black, 58|Road-250|zh-cht|??????????????,???????????????????
749|Road-150 Red, 62|Road-150|zh-cht|??????????????????? Adventure Works Cycles ?????????,????????????????,?????????????
750|Road-150 Red, 44|Road-150|zh-cht|??????????????????? Adventure Works Cycles ?????????,????????????????,?????????????
751|Road-150 Red, 48|Road-150|zh-cht|??????????????????? Adventure Works Cycles ?????????,????????????????,?????????????
752|Road-150 Red, 52|Road-150|zh-cht|??????????????????? Adventure Works Cycles ?????????,????????????????,?????????????
753|Road-150 Red, 56|Road-150|zh-cht|??????????????????? Adventure Works Cycles ?????????,????????????????,?????????????
958|Touring-3000 Blue, 54|Touring-3000|zh-cht|????????,?????????????????????????,????????????
959|Touring-3000 Blue, 58|Touring-3000|zh-cht|????????,?????????????????????????,????????????
960|Touring-3000 Blue, 62|Touring-3000|zh-cht|????????,?????????????????????????,????????????
961|Touring-3000 Yellow, 44|Touring-3000|zh-cht|????????,?????????????????????????,????????????
962|Touring-3000 Yellow, 50|Touring-3000|zh-cht|????????,?????????????????????????,????????????
963|Touring-3000 Yellow, 54|Touring-3000|zh-cht|????????,?????????????????????????,????????????
964|Touring-3000 Yellow, 58|Touring-3000|zh-cht|????????,?????????????????????????,????????????
965|Touring-3000 Yellow, 62|Touring-3000|zh-cht|????????,?????????????????????????,????????????
978|Touring-3000 Blue, 44|Touring-3000|zh-cht|????????,?????????????????????????,????????????
979|Touring-3000 Blue, 50|Touring-3000|zh-cht|????????,?????????????????????????,????????????
953|Touring-2000 Blue, 60|Touring-2000|zh-cht|???????,?????????,??????????????????????????????????????????
970|Touring-2000 Blue, 46|Touring-2000|zh-cht|???????,?????????,??????????????????????????????????????????
971|Touring-2000 Blue, 50|Touring-2000|zh-cht|???????,?????????,??????????????????????????????????????????
972|Touring-2000 Blue, 54|Touring-2000|zh-cht|???????,?????????,??????????????????????????????????????????
954|Touring-1000 Yellow, 46|Touring-1000|zh-cht|??????????????,?????????????????,??????????????????????,????,?????
955|Touring-1000 Yellow, 50|Touring-1000|zh-cht|??????????????,?????????????????,??????????????????????,????,?????
956|Touring-1000 Yellow, 54|Touring-1000|zh-cht|??????????????,?????????????????,??????????????????????,????,?????
957|Touring-1000 Yellow, 60|Touring-1000|zh-cht|??????????????,?????????????????,??????????????????????,????,?????
966|Touring-1000 Blue, 46|Touring-1000|zh-cht|??????????????,?????????????????,??????????????????????,????,?????
967|Touring-1000 Blue, 50|Touring-1000|zh-cht|??????????????,?????????????????,??????????????????????,????,?????
968|Touring-1000 Blue, 54|Touring-1000|zh-cht|??????????????,?????????????????,??????????????????????,????,?????
969|Touring-1000 Blue, 60|Touring-1000|zh-cht|??????????????,?????????????????,??????????????????????,????,?????
952|Chain|Chain|zh-cht|????????
949|LL Crankset|LL Crankset|zh-cht|?????????
950|ML Crankset|ML Crankset|zh-cht|???????
951|HL Crankset|HL Crankset|zh-cht|????;????;?????
948|Front Brakes|Front Brakes|zh-cht|??????;???????????????????????
945|Front Derailleur|Front Derailleur|zh-cht|??????
802|LL Fork|LL Fork|zh-cht|????????????????????
803|ML Fork|ML Fork|zh-cht|??????????????????
804|HL Fork|HL Fork|zh-cht|?????????????????
917|LL Mountain Frame - Silver, 42|LL Mountain Frame|zh-cht|??? ML ??????????????,?????
918|LL Mountain Frame - Silver, 44|LL Mountain Frame|zh-cht|??? ML ??????????????,?????
919|LL Mountain Frame - Silver, 48|LL Mountain Frame|zh-cht|??? ML ??????????????,?????
920|LL Mountain Frame - Silver, 52|LL Mountain Frame|zh-cht|??? ML ??????????????,?????
924|LL Mountain Frame - Black, 42|LL Mountain Frame|zh-cht|??? ML ??????????????,?????
925|LL Mountain Frame - Black, 44|LL Mountain Frame|zh-cht|??? ML ??????????????,?????
926|LL Mountain Frame - Black, 48|LL Mountain Frame|zh-cht|??? ML ??????????????,?????
927|LL Mountain Frame - Black, 52|LL Mountain Frame|zh-cht|??? ML ??????????????,?????
943|LL Mountain Frame - Black, 40|LL Mountain Frame|zh-cht|??? ML ??????????????,?????
944|LL Mountain Frame - Silver, 40|LL Mountain Frame|zh-cht|??? ML ??????????????,?????
814|ML Mountain Frame - Black, 38|ML Mountain Frame-W|zh-cht|ML ?????????????,?????????? HL ?????????????????????
904|ML Mountain Frame-W - Silver, 40|ML Mountain Frame-W|zh-cht|ML ?????????????,?????????? HL ?????????????????????
905|ML Mountain Frame-W - Silver, 42|ML Mountain Frame-W|zh-cht|ML ?????????????,?????????? HL ?????????????????????
906|ML Mountain Frame-W - Silver, 46|ML Mountain Frame-W|zh-cht|ML ?????????????,?????????? HL ?????????????????????
